#queryIndex	queryItem	stringId	preferredName	annotation
471	Q8WXG6	9606.ENSP00000310933	MADD	MAP kinase-activating death domain protein; Plays a significant role in regulating cell proliferation, survival and death through alternative mRNA splicing. Isoform 5 shows increased cell proliferation and isoform 2 shows decreased. Converts GDP-bound inactive form of RAB3A, RAB3C and RAB3D to the GTP-bound active forms. Component of the TNFRSF1A signaling complex: MADD links TNFRSF1A with MAP kinase activation. Plays an important regulatory role in physiological cell death (TNF-alpha-induced, caspase-mediated apoptosis); isoform 1 is susceptible to inducing apoptosis, isoform 5 is res [...] 
473	Q8WYB5	9606.ENSP00000287239	KAT6B	Histone acetyltransferase KAT6B; Histone acetyltransferase which may be involved in both positive and negative regulation of transcription. Required for RUNX2- dependent transcriptional activation. May be involved in cerebral cortex development. Component of the MOZ/MORF complex which has a histone H3 acetyltransferase activity.
474	Q93077	9606.ENSP00000367022	H2AC6	Histone H2A type 1-C; Core component of nucleosome. Nucleosomes wrap and compact DNA into chromatin, limiting DNA accessibility to the cellular machineries which require DNA as a template. Histones thereby play a central role in transcription regulation, DNA repair, DNA replication and chromosomal stability. DNA accessibility is regulated via a complex set of post-translational modifications of histones, also called histone code, and nucleosome remodeling.
475	Q93079	9606.ENSP00000479169	H2BC9	Histone H2B type 1-H; Core component of nucleosome. Nucleosomes wrap and compact DNA into chromatin, limiting DNA accessibility to the cellular machineries which require DNA as a template. Histones thereby play a central role in transcription regulation, DNA repair, DNA replication and chromosomal stability. DNA accessibility is regulated via a complex set of post-translational modifications of histones, also called histone code, and nucleosome remodeling.
476	Q96A08	9606.ENSP00000274764	H2BC1	Histone H2B type 1-A; Variant histone specifically required to direct the transformation of dissociating nucleosomes to protamine in male germ cells (By similarity). Entirely replaces classical histone H2B prior nucleosome to protamine transition and probably acts as a nucleosome dissociating factor that creates a more dynamic chromatin, facilitating the large-scale exchange of histones (By similarity). Core component of nucleosome (By similarity). Nucleosomes wrap and compact DNA into chromatin, limiting DNA accessibility to the cellular machineries which require DNA as a template (By [...] 
477	Q96DA0	9606.ENSP00000371715	ZG16B	Zymogen granule protein 16B; Belongs to the jacalin lectin family.
478	Q96DY2	9606.ENSP00000400669	IQCD	Dynein regulatory complex protein 10; Component of the nexin-dynein regulatory complex (N-DRC), a key regulator of ciliary/flagellar motility which maintains the alignment and integrity of the distal axoneme and regulates microtubule sliding in motile axonemes; Belongs to the DRC10 family.
479	Q96IY4	9606.ENSP00000181383	CPB2	Carboxypeptidase B2; Cleaves C-terminal arginine or lysine residues from biologically active peptides such as kinins or anaphylatoxins in the circulation thereby regulating their activities. Down-regulates fibrinolysis by removing C-terminal lysine residues from fibrin that has already been partially degraded by plasmin. Belongs to the peptidase M14 family.
480	Q96JG6	9606.ENSP00000307666	VPS50	Syndetin; Acts as component of the EARP complex that is involved in endocytic recycling. The EARP complex associates with Rab4-positive endosomes and promotes recycling of internalized transferrin receptor (TFRC) to the plasma membrane. Within the EARP complex, required to tether the complex to recycling endosomes. Not involved in retrograde transport from early and late endosomes to the trans-Golgi network (TGN).
481	Q96KK5	9606.ENSP00000366679	H2AC12	H2A clustered histone 12.
482	Q96KN2	9606.ENSP00000351682	CNDP1	Carnosine dipeptidase 1; Belongs to the peptidase M20A family.
483	Q96L08	9606.ENSP00000364621	SUSD3	Sushi domain-containing protein 3; May play a role in breast tumorigenesis by promoting estrogen-dependent cell proliferation, cell-cell interactions and migration.
484	Q96P63	9606.ENSP00000372218	SERPINB12	Serpin B12; Inhibits trypsin and plasmin, but not thrombin, coagulation factor Xa, or urokinase-type plasminogen activator; Belongs to the serpin family. Ov-serpin subfamily.
485	Q96PD5	9606.ENSP00000292609	PGLYRP2	N-acetylmuramoyl-L-alanine amidase; May play a scavenger role by digesting biologically active peptidoglycan (PGN) into biologically inactive fragments. Has no direct bacteriolytic activity; Belongs to the N-acetylmuramoyl-L-alanine amidase 2 family.
486	Q96QV6	9606.ENSP00000297012	H2AC1	Histone H2A type 1-A; Core component of nucleosome. Nucleosomes wrap and compact DNA into chromatin, limiting DNA accessibility to the cellular machineries which require DNA as a template. Histones thereby play a central role in transcription regulation, DNA repair, DNA replication and chromosomal stability. DNA accessibility is regulated via a complex set of post-translational modifications of histones, also called histone code, and nucleosome remodeling.
487	Q96SF2	9606.ENSP00000353048	CCT8L2	T-complex protein 1 subunit theta-like 2; Possible molecular chaperone; assists the folding of proteins upon ATP hydrolysis; Belongs to the TCP-1 chaperonin family.
488	Q96T49	9606.ENSP00000299824	PPP1R16B	Protein phosphatase 1 regulatory inhibitor subunit 16B; Regulator of protein phosphatase 1 (PP1) that acts as a positive regulator of pulmonary endothelial cell (EC) barrier function. Involved in the regulation of the PI3K/AKT signaling pathway, angiogenesis and endothelial cell proliferation. Regulates angiogenesis and endothelial cell proliferation through the control of ECE1 dephosphorylation, trafficking and activity (By similarity). Protects the endothelial barrier from lipopolysaccharide (LPS)-induced vascular leakage (By similarity). Involved in the regulation of endothelial cel [...] 
489	Q99715	9606.ENSP00000325146	COL12A1	Collagen alpha-1(XII) chain; Type XII collagen interacts with type I collagen-containing fibrils, the COL1 domain could be associated with the surface of the fibrils, and the COL2 and NC3 domains may be localized in the perifibrillar matrix; Belongs to the fibril-associated collagens with interrupted helices (FACIT) family.
490	Q99798	9606.ENSP00000216254	ACO2	Aconitate hydratase, mitochondrial; Catalyzes the isomerization of citrate to isocitrate via cis- aconitate; Belongs to the aconitase/IPM isomerase family.
491	Q99877	9606.ENSP00000483903	H2BC15	Histone H2B type 1-N; Core component of nucleosome. Nucleosomes wrap and compact DNA into chromatin, limiting DNA accessibility to the cellular machineries which require DNA as a template. Histones thereby play a central role in transcription regulation, DNA repair, DNA replication and chromosomal stability. DNA accessibility is regulated via a complex set of post-translational modifications of histones, also called histone code, and nucleosome remodeling.
492	Q99878	9606.ENSP00000328484	H2AC14	Histone H2A type 1-J; Core component of nucleosome. Nucleosomes wrap and compact DNA into chromatin, limiting DNA accessibility to the cellular machineries which require DNA as a template. Histones thereby play a central role in transcription regulation, DNA repair, DNA replication and chromosomal stability. DNA accessibility is regulated via a complex set of post-translational modifications of histones, also called histone code, and nucleosome remodeling.
493	Q99879	9606.ENSP00000477907	H2BC14	Histone H2B type 1-M; Core component of nucleosome. Nucleosomes wrap and compact DNA into chromatin, limiting DNA accessibility to the cellular machineries which require DNA as a template. Histones thereby play a central role in transcription regulation, DNA repair, DNA replication and chromosomal stability. DNA accessibility is regulated via a complex set of post-translational modifications of histones, also called histone code, and nucleosome remodeling.
494	Q99880	9606.ENSP00000366618	H2BC13	Histone H2B type 1-L; Core component of nucleosome. Nucleosomes wrap and compact DNA into chromatin, limiting DNA accessibility to the cellular machineries which require DNA as a template. Histones thereby play a central role in transcription regulation, DNA repair, DNA replication and chromosomal stability. DNA accessibility is regulated via a complex set of post-translational modifications of histones, also called histone code, and nucleosome remodeling.
495	Q9BQE3	9606.ENSP00000443475	TUBA1C	Detyrosinated tubulin alpha-1C chain; Tubulin is the major constituent of microtubules. It binds two moles of GTP, one at an exchangeable site on the beta chain and one at a non-exchangeable site on the alpha chain; Belongs to the tubulin family.
496	Q9BTM1	9606.ENSP00000438553	H2AJ	Histone H2A.J; Core component of nucleosome. Nucleosomes wrap and compact DNA into chromatin, limiting DNA accessibility to the cellular machineries which require DNA as a template. Histones thereby play a central role in transcription regulation, DNA repair, DNA replication and chromosomal stability. DNA accessibility is regulated via a complex set of post-translational modifications of histones, also called histone code, and nucleosome remodeling.
497	Q9BYE4	9606.ENSP00000357737	SPRR2G	Small proline-rich protein 2G; Cross-linked envelope protein of keratinocytes. It is a keratinocyte protein that first appears in the cell cytosol, but ultimately becomes cross-linked to membrane proteins by transglutaminase. All that results in the formation of an insoluble envelope beneath the plasma membrane (By similarity).
499	Q9H0P0	9606.ENSP00000476480	NT5C3A	Cytosolic 5'-nucleotidase 3A; Nucleotidase which shows specific activity towards cytidine monophosphate (CMP) and 7-methylguanosine monophosphate (m(7)GMP). CMP seems to be the preferred substrate ; Belongs to the pyrimidine 5'-nucleotidase family.
500	Q9H172	9606.ENSP00000481728	ABCG4	ATP-binding cassette sub-family G member 4; May be involved in macrophage lipid homeostasis.
501	Q9H6D8	9606.ENSP00000264703	FNDC4	Fibronectin type III domain-containing protein 4; Acts as an anti-inflammatory factor in the intestine and colon. Binds to and acts on macrophages to downregulate pro- inflammatory gene expression. Affects key macrophage functions, including phagocytosis, by downregulating many key pathways for macrophage activation, partly via by STAT3 activation and signaling. May be required to dampen the immunological response in colitis.
502	Q9H6K5	9606.ENSP00000482374	PRR36	Proline-rich protein 36; Proline rich 36.
503	Q9H939	9606.ENSP00000387261	PSTPIP2	Proline-serine-threonine phosphatase-interacting protein 2; Binds to F-actin. May be involved in regulation of the actin cytoskeleton (By similarity).
504	Q9NR31	9606.ENSP00000362339	SAR1A	GTP-binding protein SAR1a; Involved in transport from the endoplasmic reticulum to the Golgi apparatus (By similarity). Required to maintain SEC16A localization at discrete locations on the ER membrane perhaps by preventing its dissociation. SAR1A-GTP-dependent assembly of SEC16A on the ER membrane forms an organized scaffold defining endoplasmic reticulum exit sites (ERES).
505	Q9NZJ9	9606.ENSP00000338352	NUDT4	Diphosphoinositol polyphosphate phosphohydrolase NUDT4B; Cleaves a beta-phosphate from the diphosphate groups in PP- InsP5 (diphosphoinositol pentakisphosphate), PP-InsP4 and [PP]2-InsP4 (bisdiphosphoinositol tetrakisphosphate), suggesting that it may play a role in signal transduction. Also able to catalyze the hydrolysis of dinucleoside oligophosphate Ap6A, but not Ap5A. The major reaction products are ADP and p4a from Ap6A. Also able to hydrolyze 5- phosphoribose 1-diphosphate. Does not play a role in U8 snoRNA decapping activity. Binds U8 snoRNA; Belongs to the Nudix hydrolase fami [...] 
506	Q9NZN1	9606.ENSP00000368278	IL1RAPL1	Interleukin-1 receptor accessory protein-like 1; May regulate secretion and presynaptic differentiation through inhibition of the activity of N-type voltage-gated calcium channel. May activate the MAP kinase JNK. Plays a role in neurite outgrowth (By similarity). During dendritic spine formation can bidirectionally induce pre- and post-synaptic differentiation of neurons by trans-synaptically binding to PTPRD (By similarity). ECO:0000250|UniProtKB:P59824, ; Belongs to the interleukin-1 receptor family.
507	Q9NZP8	9606.ENSP00000266542	C1RL	Complement C1r subcomponent-like protein; Mediates the proteolytic cleavage of HP/haptoglobin in the endoplasmic reticulum; Belongs to the peptidase S1 family.
508	Q9NZQ3	9606.ENSP00000294129	NCKIPSD	NCK-interacting protein with SH3 domain; Has an important role in stress fiber formation induced by active diaphanous protein homolog 1 (DRF1). Induces microspike formation, in vivo (By similarity). In vitro, stimulates N-WASP-induced ARP2/3 complex activation in the absence of CDC42 (By similarity). May play an important role in the maintenance of sarcomeres and/or in the assembly of myofibrils into sarcomeres. Implicated in regulation of actin polymerization and cell adhesion. Plays a role in angiogenesis.
509	Q9NZT1	9606.ENSP00000369689	CALML5	Calmodulin-like protein 5; Binds calcium. May be involved in terminal differentiation of keratinocytes.
510	Q9P265	9606.ENSP00000301180	DIP2B	Disco interacting protein 2 homolog B.
511	Q9P267	9606.ENSP00000386049	MBD5	Methyl-CpG-binding domain protein 5; Binds to heterochromatin. Does not interact with either methylated or unmethylated DNA (in vitro).
512	Q9P2D6	9606.ENSP00000410768	FAM135A	Protein FAM135A; Family with sequence similarity 135 member A; Belongs to the FAM135 family.
513	Q9P2D7	9606.ENSP00000401514	DNAH1	Dynein heavy chain 1, axonemal; Force generating protein of cilia required for sperm flagellum motility. Produces force towards the minus ends of microtubules. Dynein has ATPase activity; the force-producing power stroke is thought to occur on release of ADP. Required in spermatozoa for the formation of the inner dynein arms and biogenesis of the axoneme ; Belongs to the dynein heavy chain family.
514	Q9P2K5	9606.ENSP00000316950	MYEF2	Myelin expression factor 2; Transcriptional repressor of the myelin basic protein gene (MBP). Binds to the proximal MB1 element 5'-TTGTCC-3' of the MBP promoter. Its binding to MB1 and function are inhibited by PURA (By similarity).
515	Q9UBZ9	9606.ENSP00000258428	REV1	DNA repair protein REV1; Deoxycytidyl transferase involved in DNA repair. Transfers a dCMP residue from dCTP to the 3'-end of a DNA primer in a template- dependent reaction. May assist in the first step in the bypass of abasic lesions by the insertion of a nucleotide opposite the lesion. Required for normal induction of mutations by physical and chemical agents.
516	Q9UGM3	9606.ENSP00000357905	DMBT1	Deleted in malignant brain tumors 1 protein; May be considered as a candidate tumor suppressor gene for brain, lung, esophageal, gastric, and colorectal cancers. May play roles in mucosal defense system, cellular immune defense and epithelial differentiation. May play a role as an opsonin receptor for SFTPD and SPAR in macrophage tissues throughout the body, including epithelial cells lining the gastrointestinal tract. May play a role in liver regeneration. May be an important factor in fate decision and differentiation of transit-amplifying ductular (oval) cells within the hepatic lin [...] 
517	Q9UGM5	9606.ENSP00000265029	FETUB	Fetuin-B; Protease inhibitor required for egg fertilization. Required to prevent premature zona pellucida hardening before fertilization, probably by inhibiting the protease activity of ASTL, a protease that mediates the cleavage of ZP2 and triggers zona pellucida hardening (By similarity).
518	Q9UGM6	9606.ENSP00000235521	WARS2	Tryptophan--tRNA ligase, mitochondrial; Mitochondrial aminoacyl-tRNA synthetase that activate and transfer the amino acids to their corresponding tRNAs during the translation of mitochondrial genes and protein synthesis.
519	Q9UJ98	9606.ENSP00000477973	STAG3	Cohesin subunit SA-3; Meiosis specific component of cohesin complex. The cohesin complex is required for the cohesion of sister chromatids after DNA replication. The cohesin complex apparently forms a large proteinaceous ring within which sister chromatids can be trapped. At anaphase, the complex is cleaved and dissociates from chromatin, allowing sister chromatids to segregate. The meiosis-specific cohesin complex probably replaces mitosis specific cohesin complex when it dissociates from chromatin during prophase I.
520	Q9UK55	9606.ENSP00000261994	SERPINA10	Protein Z-dependent protease inhibitor; Inhibits activity of the coagulation protease factor Xa in the presence of PROZ, calcium and phospholipids. Also inhibits factor XIa in the absence of cofactors; Belongs to the serpin family.
521	Q9UL12	9606.ENSP00000360938	SARDH	Sarcosine dehydrogenase, mitochondrial; Sarcosine dehydrogenase; Belongs to the GcvT family.
522	Q9ULI0	9606.ENSP00000238789	ATAD2B	ATPase family AAA domain containing 2B.
523	Q9UNH5	9606.ENSP00000354916	CDC14A	Dual specificity protein phosphatase CDC14A; Dual-specificity phosphatase. Required for centrosome separation and productive cytokinesis during cell division. Dephosphorylates SIRT2 around early anaphase. May dephosphorylate the APC subunit FZR1/CDH1, thereby promoting APC-FZR1 dependent degradation of mitotic cyclins and subsequent exit from mitosis. Required for normal hearing.
524	Q9Y281	9606.ENSP00000298159	CFL2	Cofilin-2; Controls reversibly actin polymerization and depolymerization in a pH-sensitive manner. Its F-actin depolymerization activity is regulated by association with CSPR3. It has the ability to bind G- and F-actin in a 1:1 ratio of cofilin to actin. It is the major component of intranuclear and cytoplasmic actin rods. Required for muscle maintenance. May play a role during the exchange of alpha-actin forms during the early postnatal remodeling of the sarcomere (By similarity); Belongs to the actin-binding proteins ADF family.
525	Q9Y2N7	9606.ENSP00000366898	HIF3A	Hypoxia-inducible factor 3-alpha; Acts as a transcriptional regulator in adaptive response to low oxygen tension. Acts as a regulator of hypoxia-inducible gene expression. Functions as an inhibitor of angiogenesis in hypoxic cells of the cornea. Plays a role in the development of the cardiorespiratory system. May also be involved in apoptosis (By similarity). [Isoform 3]: Attenuates the ability of transcription factor HIF1A to bind to hypoxia-responsive elements (HRE) located within the enhancer/promoter of hypoxia-inducible target genes and hence inhibits HRE-driven transcriptional ac [...] 
526	Q9Y490	9606.ENSP00000316029	TLN1	Talin-1; Probably involved in connections of major cytoskeletal structures to the plasma membrane. High molecular weight cytoskeletal protein concentrated at regions of cell-substratum contact and, in lymphocytes, at cell-cell contacts (By similarity).
527	Q9Y4G6	9606.ENSP00000453508	TLN2	Talin-2; As a major component of focal adhesion plaques that links integrin to the actin cytoskeleton, may play an important role in cell adhesion. Recruits PIP5K1C to focal adhesion plaques and strongly activates its kinase activity (By similarity).
528	Q9Y566	9606.ENSP00000293441	SHANK1	SH3 and multiple ankyrin repeat domains protein 1; Seems to be an adapter protein in the postsynaptic density (PSD) of excitatory synapses that interconnects receptors of the postsynaptic membrane including NMDA-type and metabotropic glutamate receptors via complexes with GKAP/PSD-95 and Homer, respectively, and the actin-based cytoskeleton. Plays a role in the structural and functional organization of the dendritic spine and synaptic junction; Belongs to the SHANK family.
529	Q9Y6B6	9606.ENSP00000385432	SAR1B	GTP-binding protein SAR1b; Involved in transport from the endoplasmic reticulum to the Golgi apparatus. Activated by the guanine nucleotide exchange factor PREB. Involved in the selection of the protein cargo and the assembly of the COPII coat complex.
